periode,geo,type_matiere,producteur,volume_tonnes
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Toutes les sources des matières récupérées,611.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Toutes les sources des matières récupérées,566.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Sources des matières résidentielles récupérées,501.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Sources des matières non résidentielles récupérées,110.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Matières plastiques,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,48.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,167.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,47.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,167.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,1.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,0.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Toutes les sources des matières récupérées,56.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Toutes les sources des matières récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Sources des matières résidentielles récupérées,56.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Sources des matières non résidentielles récupérées,0.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Textiles,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Toutes les sources des matières récupérées,1047.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Toutes les sources des matières récupérées,901.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Toutes les sources des matières récupérées,410.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Sources des matières résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Sources des matières non résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Pneus,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,7864.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,7477.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,1966.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,1074.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,5898.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,6403.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut","Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Toutes les sources des matières récupérées,4601.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Toutes les sources des matières récupérées,4575.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Sources des matières résidentielles récupérées,1950.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Sources des matières non résidentielles récupérées,2651.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières organiques,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,3872.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Toutes les sources des matières récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Toutes les sources des matières récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Autres matières organiques,Toutes les sources des matières récupérées,
